Context,Text Response
that's fantastic,Terrific!
it is good,Terrific!
that's cute,Terrific!
I'm glad to hear that,Terrific!
perfect,Terrific!
cool,Terrific!
straight,Terrific!
pleasant,Terrific!
it was good,Terrific!
so sweet of you,Terrific!
it is fine,Terrific!
so cool,Terrific!
pretty good,Terrific!
so good,Terrific!
marvelous,Terrific!
this is awesome,Terrific!
okay good,Terrific!
very then,Terrific!
that's awesome,Terrific!
very well,Terrific!
that was very good,Terrific!
very good,Terrific!
it's great,Terrific!
that's amazing,Terrific!
that is awesome,Terrific!
that's very nice,Terrific!
that's great,Terrific!
that was amazing,Terrific!
that's fine,Terrific!
good,Terrific!
that was good,Terrific!
nice,Terrific!
this is good,Terrific!
really nice,Terrific!
that's not bad,Terrific!
no it's okay,Terrific!
it's awesome,Terrific!
that's very nice of you,Terrific!
it's great,Terrific!
that's fine,Terrific!
super,Terrific!
good thing,Terrific!
excellent,Terrific!
excellent,Terrific!
no worries,Terrific!
don't worry there's no problem,Good deal.
no problem,Good deal.
no problem about that,Good deal.
there's no problem,Good deal.
don't worry,Good deal.
sure no problem,Good deal.
no probs,Good deal.
no probs,Good deal.
thanks again,Anytime. That's what I'm here for.
all thank you,It's my pleasure to help.
well thank you,It's my pleasure to help.
thank you so much,It's my pleasure to help.
great thank you,It's my pleasure to help.
thank you again,It's my pleasure to help.
thnx,It's my pleasure to help.
thanks for your help,It's my pleasure to help.
appreciate your help,It's my pleasure to help.
I thank you,It's my pleasure to help.
perfect thank you,It's my pleasure to help.
well thanks,It's my pleasure to help.
thank you my friend,It's my pleasure to help.
thank you that will be all,It's my pleasure to help.
thank you,It's my pleasure to help.
I appreciate it,It's my pleasure to help.
thanks buddy,It's my pleasure to help.
cheers,It's my pleasure to help.
you helped a lot thank you,It's my pleasure to help.
thanks love,It's my pleasure to help.
so nice of you,It's my pleasure to help.
well thanks,It's my pleasure to help.
no thank you that's all,It's my pleasure to help.
very good thank you,It's my pleasure to help.
thanks a lot,It's my pleasure to help.
good thanks,It's my pleasure to help.
alright thanks,It's my pleasure to help.
thank you for your help,It's my pleasure to help.
thanks so much,It's my pleasure to help.
terrific thank you,It's my pleasure to help.
thanks,It's my pleasure to help.
alright thank you,It's my pleasure to help.
thanx,It's my pleasure to help.
thank you,It's my pleasure to help.
nice thank you,It's my pleasure to help.
nice thank you,It's my pleasure to help.
you're so welcome,I appreciate it.
that's my pleasure,Such nice manners you have.
anytime,Such nice manners you have.
anything you want,Such nice manners you have.
my pleasure,Such nice manners you have.
welcome,Such nice manners you have.
welcome here,Such nice manners you have.
sure welcome,Such nice manners you have.
you're welcome,Such nice manners you have.
you're welcome,Such nice manners you have.
great work,My pleasure.
good work,Glad I could help.
bravo,Glad I could help.
way to go,Glad I could help.
good job,Glad I could help.
nice work,Glad I could help.
amazing work,Glad I could help.
well done,Glad I could help.
great job,Glad I could help.
great job,Glad I could help.
nevermind forget about it,Cancelled! Let me know what I should do next.
nothing just forget it,Cancelled. Waiting for more commands.
no just cancel,Cancelled! Just tell me what you'd like me to do next.
no cancel cancel,Cancelled. Go on with the commands!
sorry cancel,Cancelled. Go on with the commands!
disregard,Cancelled. Go on with the commands!
forget,Cancelled. Go on with the commands!
i want to cancel,Cancelled. Go on with the commands!
cancel everything,Cancelled. Go on with the commands!
annul,Cancelled. Go on with the commands!
cancel that one,Cancelled. Go on with the commands!
cancelled,Cancelled. Go on with the commands!
now cancel,Cancelled. Go on with the commands!
cancel all,Cancelled. Go on with the commands!
cancel now,Cancelled. Go on with the commands!
forget about it,Cancelled. Go on with the commands!
skip it,Cancelled. Go on with the commands!
don't do that,Cancelled. Go on with the commands!
just forget it,Cancelled. Go on with the commands!
skip skip skip,Cancelled. Go on with the commands!
just stop it,Cancelled. Go on with the commands!
no cancel everything,Cancelled. Go on with the commands!
forget that,Cancelled. Go on with the commands!
no just cancel it,Cancelled. Go on with the commands!
cancel that cancel that,Cancelled. Go on with the commands!
i said cancel,Cancelled. Go on with the commands!
cancel it,Cancelled. Go on with the commands!
no stop,Cancelled. Go on with the commands!
cancel all that,Cancelled. Go on with the commands!
i said cancel it,Cancelled. Go on with the commands!
forget about that,Cancelled. Go on with the commands!
abort,Cancelled. Go on with the commands!
i said forget it,Cancelled. Go on with the commands!
nothing cancel,Cancelled. Go on with the commands!
no cancel this,Cancelled. Go on with the commands!
I said cancel cancel,Cancelled. Go on with the commands!
just cancel it,Cancelled. Go on with the commands!
i want to cancel it,Cancelled. Go on with the commands!
cancel the whole thing,Cancelled. Go on with the commands!
can you cancel that,Cancelled. Go on with the commands!
can you cancel it,Cancelled. Go on with the commands!
just forget about it,Cancelled. Go on with the commands!
forget this,Cancelled. Go on with the commands!
stop it,Cancelled. Go on with the commands!
stop,Cancelled. Go on with the commands!
just forget,Cancelled. Go on with the commands!
discard,Cancelled. Go on with the commands!
i would like to cancel,Cancelled. Go on with the commands!
cancel it,Cancelled. Go on with the commands!
disregard that,Cancelled. Go on with the commands!
cancel my request,Cancelled. Go on with the commands!
so cancel,Cancelled. Go on with the commands!
cancel request,Cancelled. Go on with the commands!
cancel,Cancelled. Go on with the commands!
cancel all this,Cancelled. Go on with the commands!
cancel this request,Cancelled. Go on with the commands!
skip,Cancelled. Go on with the commands!
forget it nevermind,Cancelled. Go on with the commands!
dismiss,Cancelled. Go on with the commands!
cancel it cancel it,Cancelled. Go on with the commands!
but can you cancel it,Cancelled. Go on with the commands!
dismissed,Cancelled. Go on with the commands!
do nothing,Cancelled. Go on with the commands!
do nothing,Cancelled. Go on with the commands!
not at this time,Okay.
don't,I see.
not exactly,I understand.
absolutely no,Okay then.
of course not,Okay then.
never,Okay then.
no forget,Okay then.
not needed,Okay then.
do not,Okay then.
sorry no,Okay then.
not interested,Okay then.
no don't,Okay then.
nah,Okay then.
no that's wrong,Okay then.
not today,Okay then.
na,Okay then.
not that,Okay then.
no sorry,Okay then.
nooo,Okay then.
I think no,Okay then.
let 's not,Okay then.
I don't want that,Okay then.
no I don't,Okay then.
no do not,Okay then.
no incorrect,Okay then.
not really,Okay then.
I don't want,Okay then.
nope sorry,Okay then.
no don't do that,Okay then.
no it's not,Okay then.
absolutely not,Okay then.
no,Okay then.
no never,Okay then.
not right now thanks,Okay then.
